at,v,ap,rh,0.1,0.2,0.3,0.4,0.5,0.6,s
16.34,41.48,1015.92,48.24,0,0,0,0,0,0,453.6
29.83,71.43,1011.93,55.8,0,0,0,0,0,0,439.34
23.87,60.27,1018.94,77.16,0,0,0,0,0,0,439.86
21.86,58.49,1010.88,76.79,0,0,0,0,0,0,449.9
14.47,44.66,1016.33,93.52,0,0,0,0,0,0,464.41
22.66,61.27,1019.29,55.43,0,0,0,0,0,0,448.68
24.98,60.32,1015.63,57.19,0,0,0,0,0,0,444.67
24.96,60.27,1018.68,69.97,0,0,0,0,0,0,442.67
29.14,67.45,1015.51,46.47,0,0,0,0,0,0,433.34
14.3,54.3,1015.16,75.29,0,0,0,0,0,0,464.9
20.07,51.3,1011.9,94.62,0,0,0,0,0,0,450.46
4.99,39.04,1020.45,78.89,0,0,0,0,0,0,472.52
10.44,39.04,1023.99,85.03,0,0,0,0,0,0,480.34
10.25,37.14,1013.14,70.73,0,0,0,0,0,0,474.37
25.89,59.22,1013.4,80.17,0,0,0,0,0,0,445.75
7.89,71.14,1018.4,86.49,0,0,0,0,0,0,474.66
27.82,52.84,1006.23,52.18,0,0,0,0,0,0,440.31
13.69,44.85,1016.89,79.87,0,0,0,0,0,0,470.78
7.36,41.01,1024.9,97.88,0,0,0,0,0,0,476.8
10.71,41.93,1018.23,90.88,0,0,0,0,0,0,478.76
33.7,68.27,1007.16,50.41,0,0,0,0,0,0,427.4
15.03,44.45,1020.94,65.57,0,0,0,0,0,0,460.06
23.25,56.9,1006.82,76.37,0,0,0,0,0,0,442.76
10.03,41.79,1020.35,66.42,0,0,0,0,0,0,475.42
26.49,59.44,1012.09,57.84,0,0,0,0,0,0,441.16
12.14,44.85,1014.36,60.04,0,0,0,0,0,0,476.68
31.03,74.33,1011.55,63.45,0,0,0,0,0,0,429.35
22.85,60.29,1017.29,61.92,0,0,0,0,0,0,448.58
22.19,48.78,1017.84,76.01,0,0,0,0,0,0,446.51
27.2,65.12,1016.2,44.95,0,0,0,0,0,0,442.54
20.77,51.3,1013.89,88.72,0,0,0,0,0,0,450.97
29.7,57.19,1008.41,55.07,0,0,0,0,0,0,436.29
27.98,58.33,1013.92,54.25,0,0,0,0,0,0,437.76
16.64,44.9,1021.02,70.34,0,0,0,0,0,0,460.93
30.7,74.22,1008.12,50.39,0,0,0,0,0,0,432.51
27.84,71.32,1007.72,79.25,0,0,0,0,0,0,431.37
22.53,74.87,1009.91,93.21,0,0,0,0,0,0,444.69
21.03,44.78,1007.99,36.82,0,0,0,0,0,0,459.72
21.97,68.12,1012.53,75.12,0,0,0,0,0,0,443.39
22.88,59.21,1011.51,86.93,0,0,0,0,0,0,440.25
24.99,60.37,1005.66,74.87,0,0,0,0,0,0,437.67
20.54,49.15,1021.02,56,0,0,0,0,0,0,458.6
7.3,43.65,1019.33,67.62,0,0,0,0,0,0,482.96
9.53,44.03,1008.87,89.99,0,0,0,0,0,0,471.23
14.01,43.34,1016.95,83.41,0,0,0,0,0,0,463.81
31.87,67.32,1013.65,36.69,0,0,0,0,0,0,435.47
15.77,58.16,1016.09,82.56,0,0,0,0,0,0,450.11
19.02,47.45,1007.44,76.76,0,0,0,0,0,0,453.08
30.27,64.69,1006.3,53.69,0,0,0,0,0,0,435.67
18.98,38.52,1018.85,63.16,0,0,0,0,0,0,454.6
14.56,41.76,1023.82,85.36,0,0,0,0,0,0,464.3
30.87,67.32,1013.78,34.54,0,0,0,0,0,0,436.96
14.71,52.72,1024.7,70.29,0,0,0,0,0,0,462.34
24.49,65.61,1014.71,63.47,0,0,0,0,0,0,447.26
20.14,46.33,1013.24,83.39,0,0,0,0,0,0,453.35
26.95,72.24,1011.16,73.14,0,0,0,0,0,0,435.65
26.76,49.02,1007.96,70.05,0,0,0,0,0,0,439.4
11.89,40.03,1019.53,89.48,0,0,0,0,0,0,471.85
15.12,41.04,1025.95,69.67,0,0,0,0,0,0,460.58
23.39,74.22,1009.83,86.05,0,0,0,0,0,0,439.92
28.31,74.34,998.42,79.23,0,0,0,0,0,0,431.95
20.94,44.89,1009.64,75.14,0,0,0,0,0,0,450.71
22.84,59.39,1014.61,80.36,0,0,0,0,0,0,443.71
27.44,47.93,1002.71,59.44,0,0,0,0,0,0,437.76
11.64,38.25,1013.33,85.79,0,0,0,0,0,0,472.34
25.72,47.45,1007.74,58.35,0,0,0,0,0,0,442.78
9.97,41.26,1020.6,91.14,0,0,0,0,0,0,475.43
17.62,43.69,1016.49,67.92,0,0,0,0,0,0,465.93
30.94,64.44,1014.36,53.76,0,0,0,0,0,0,439.84
22.26,69.04,1010.48,84.33,0,0,0,0,0,0,444.73
10.94,39.04,1021.62,86.41,0,0,0,0,0,0,479.8
24.26,66.44,1011.33,55.32,0,0,0,0,0,0,445.63
25.74,59.07,1007.37,79.89,0,0,0,0,0,0,441.05
16.16,41.79,1007.53,76.21,0,0,0,0,0,0,453.39
13.97,45.01,1017.44,89.15,0,0,0,0,0,0,461.96
20.58,50.9,1011.89,72.56,0,0,0,0,0,0,452.6
13.12,44.21,1019.57,89.29,0,0,0,0,0,0,469.09
27.08,62.91,1011.9,62.58,0,0,0,0,0,0,442.91
20.3,67.32,1013.49,80.9,0,0,0,0,0,0,441.51
14.81,44.88,1019.1,66.7,0,0,0,0,0,0,464.65
28.18,66.56,1005.69,65.67,0,0,0,0,0,0,426.79
14.47,39.58,1011.31,69.85,0,0,0,0,0,0,467.34
21.82,63.9,1014.48,92.53,0,0,0,0,0,0,447.29
29.25,67.32,1013.88,38.57,0,0,0,0,0,0,437.94
20.3,62.52,1017.96,75.17,0,0,0,0,0,0,451.86
24.82,74.87,1010.28,73.54,0,0,0,0,0,0,434.46
13.2,45.01,1013.96,78.78,0,0,0,0,0,0,466.71
15.4,41.16,1005.34,80.22,0,0,0,0,0,0,465.16
11.71,41.44,1015.37,79.95,0,0,0,0,0,0,474.22
19.35,39.39,1013.91,61.53,0,0,0,0,0,0,465.28
10.18,40.81,1015.79,81.42,0,0,0,0,0,0,475.13
19.81,43.56,1013.39,38.13,0,0,0,0,0,0,460.59
14.79,44.06,1018.53,74.79,0,0,0,0,0,0,465.77
7.87,42.85,1012.18,94.21,0,0,0,0,0,0,480.54
14.1,39.16,1008.19,74.05,0,0,0,0,0,0,464.07
2.8,39.64,1011.01,82.96,0,0,0,0,0,0,482.66
14.7,48.6,1006.91,85.65,0,0,0,0,0,0,460.63
29.26,67.17,1006.6,70.58,0,0,0,0,0,0,436.42
27.02,71.25,1000.48,87.86,0,0,0,0,0,0,438.33
19.01,58.46,1017.14,90.99,0,0,0,0,0,0,446.18
13.33,39.39,1013.93,84.74,0,0,0,0,0,0,471.23
27.56,65.59,1010.88,66.47,0,0,0,0,0,0,439.64
10.36,37.83,1005.87,98.56,0,0,0,0,0,0,472.62
26.65,66.48,1005.7,65.09,0,0,0,0,0,0,436.65
32.81,71.32,1007.69,47.29,0,0,0,0,0,0,434.38
22.59,59.43,1005.85,84.02,0,0,0,0,0,0,442
12.64,40.69,1015.86,82.06,0,0,0,0,0,0,474.08
26.9,59.14,1016.18,70.88,0,0,0,0,0,0,436.16
10.01,43.7,1015.73,91.97,0,0,0,0,0,0,479.24
4.44,38.44,1016.14,75.35,0,0,0,0,0,0,486.53
31.02,69.51,1011.16,47.64,0,0,0,0,0,0,431.15
32.38,67.17,1006.97,60.04,0,0,0,0,0,0,438.67
8.52,41.55,1002.09,86.81,0,0,0,0,0,0,483.63
11.37,41.5,1013.57,88.82,0,0,0,0,0,0,475.94
13.41,54.3,1016.48,79.28,0,0,0,0,0,0,467.88
14.07,45.09,1013.32,94.45,0,0,0,0,0,0,462.69
5.17,35.57,1026.68,79.86,0,0,0,0,0,0,491.32
25.34,65.61,1014.61,57.51,0,0,0,0,0,0,442.82
32.32,67.9,1006.08,37.93,0,0,0,0,0,0,428.12
22.7,48.14,1014.06,60.09,0,0,0,0,0,0,448.96
17.14,40.55,1000.05,71.41,0,0,0,0,0,0,461.21
9.51,39.22,1015.3,72.41,0,0,0,0,0,0,474.12
23.38,58.82,1012.27,77.87,0,0,0,0,0,0,446.54
12.29,40.71,1019.71,83.09,0,0,0,0,0,0,469.75
18.32,66.51,1015.18,81.5,0,0,0,0,0,0,459.89
14.39,44.85,1014.19,75.16,0,0,0,0,0,0,465.88
15.03,43.71,1025.07,83.25,0,0,0,0,0,0,463.12
6.09,43.65,1020.95,71.15,0,0,0,0,0,0,485.96
19.08,46.93,1010.6,75.21,0,0,0,0,0,0,454.45
17.5,42.23,1013.37,86.87,0,0,0,0,0,0,462.57
14.62,46.18,1014.75,96.81,0,0,0,0,0,0,462.26
26.71,70.4,1007.59,82.63,0,0,0,0,0,0,432.64
7.68,42.85,1012.51,91.51,0,0,0,0,0,0,479.16
17.79,40.12,1012.74,79.03,0,0,0,0,0,0,459.13
7,36.24,1013.15,89.64,0,0,0,0,0,0,483.06
29.42,79.74,1007.24,61.26,0,0,0,0,0,0,437.61
26.91,65.34,1014.19,50.7,0,0,0,0,0,0,443.6
18.76,58.79,1016.66,88.22,0,0,0,0,0,0,453.44
22.54,51.95,1007.29,79.28,0,0,0,0,0,0,447.29
13.41,49.83,1008.83,87.14,0,0,0,0,0,0,466.38
6.45,40.02,1032.08,79.7,0,0,0,0,0,0,481.36
13.98,54.3,1015.58,74.91,0,0,0,0,0,0,466.52
16.12,45.87,1008.15,86.12,0,0,0,0,0,0,457.41
9.71,42.44,1014.29,94.03,0,0,0,0,0,0,481.03
9.82,39.96,1024.72,97.69,0,0,0,0,0,0,471.96
28.9,68.12,1011.87,46.56,0,0,0,0,0,0,438.53
14.81,40.71,1018.54,73,0,0,0,0,0,0,467.66
24.66,72.24,1011.35,77.45,0,0,0,0,0,0,434.33
14.28,39.39,1013.82,77.52,0,0,0,0,0,0,469.92
26.79,77.95,1009.9,80.22,0,0,0,0,0,0,437.91
31.74,79.74,1007.07,61.47,0,0,0,0,0,0,431.72
20.77,60.1,1011.11,81.09,0,0,0,0,0,0,450.32
12.93,36.71,1013.22,83.44,0,0,0,0,0,0,472.42
17.98,59.15,1012.09,83.03,0,0,0,0,0,0,451.97
14.72,40.83,1009.65,80.98,0,0,0,0,0,0,469.8
10.17,41.46,1019.34,83.04,0,0,0,0,0,0,480.13
9.27,38.56,1017.69,62.49,0,0,0,0,0,0,475.42
15.57,44.68,1022.01,90.02,0,0,0,0,0,0,460.91
28.24,64.69,1007.35,61.14,0,0,0,0,0,0,438.03
17.94,62.1,1019.81,82.65,0,0,0,0,0,0,453.55
31.71,69.04,1008.79,49.32,0,0,0,0,0,0,441.15
14.09,43.99,1021.02,94.39,0,0,0,0,0,0,468.09
11.61,41.17,1019.57,58.82,0,0,0,0,0,0,476.81
5.45,39.04,1020.07,77.05,0,0,0,0,0,0,487.33
23.47,65.61,1014.57,69.83,0,0,0,0,0,0,447.16
17.32,42.24,1017.35,62.96,0,0,0,0,0,0,472.33
13.49,41.78,1010.66,63.34,0,0,0,0,0,0,467.92
15.8,41.1,1003,77.36,0,0,0,0,0,0,465.87
19.72,44.78,1009.27,39.18,0,0,0,0,0,0,464.54
27.58,78.05,1010.83,94.98,0,0,0,0,0,0,431.95
23.42,73.17,1012.07,88.39,0,0,0,0,0,0,438.22
11.56,39.28,1011.27,82.05,0,0,0,0,0,0,477.71
25.53,62.96,1019.81,59.7,0,0,0,0,0,0,444.38
10.3,41.79,1021.09,49.39,0,0,0,0,0,0,471.58
24.77,48.92,1010.25,47.04,0,0,0,0,0,0,448.25
25.31,67.9,1006.34,68.04,0,0,0,0,0,0,440.36
21.92,61.87,1009.68,58.83,0,0,0,0,0,0,445.52
11.61,41.17,1019.57,58.82,0,0,0,0,0,0,476.81
23.38,48.78,1019.03,78.69,0,0,0,0,0,0,446.18
27.68,69.34,1008.28,70.9,0,0,0,0,0,0,436.37
7.36,41.01,1025.49,96.48,0,0,0,0,0,0,477.37
14.64,45,1021.78,41.25,0,0,0,0,0,0,475.98
16.58,41.79,1006.24,72.95,0,0,0,0,0,0,452.95
14.41,42.77,1019.84,82.54,0,0,0,0,0,0,465.89
20.3,59.8,1015.24,78.75,0,0,0,0,0,0,453.29
30.96,69.82,1009.6,51.55,0,0,0,0,0,0,438.74
22.66,63.73,1013.24,83.95,0,0,0,0,0,0,444.41
13.45,40.73,1018.7,93.88,0,0,0,0,0,0,461.03
17.3,57.76,1016.26,87.74,0,0,0,0,0,0,455.75
15.61,38.52,1018.4,80.99,0,0,0,0,0,0,439.21
13.42,42.86,1013.88,85.13,0,0,0,0,0,0,473.27
27,69.4,1004.86,82.2,0,0,0,0,0,0,433.83
19.94,61.87,1009.7,66.6,0,0,0,0,0,0,445.97
14.81,43.69,1017.19,71.9,0,0,0,0,0,0,470.71
30.58,70.04,1010.4,48.16,0,0,0,0,0,0,431.59
25.52,69.75,1010.36,90.06,0,0,0,0,0,0,435.12
21.84,59.39,1015.77,88.12,0,0,0,0,0,0,442.11
18.87,62.96,1020.55,82.87,0,0,0,0,0,0,455.22
28.97,64.44,1014.55,54.67,0,0,0,0,0,0,438.08
14.51,53.82,1016.46,62.75,0,0,0,0,0,0,463.17
12.57,39.16,1016.53,88.91,0,0,0,0,0,0,476.2
21.33,63.86,1020.33,72.13,0,0,0,0,0,0,445.02
12.87,45.51,1015.3,86.67,0,0,0,0,0,0,475.77
25.31,74.33,1015.04,79.88,0,0,0,0,0,0,436.21
8.8,41.26,1008.08,96.52,0,0,0,0,0,0,479.74
12.87,48.04,1012.47,100.13,0,0,0,0,0,0,465.56
11.67,44.6,1018.09,92.53,0,0,0,0,0,0,467.96
28.77,58.33,1013.73,36.6,0,0,0,0,0,0,448.06
26.17,48.6,1002.59,61.41,0,0,0,0,0,0,439.86
18.32,42.28,1007.86,45.62,0,0,0,0,0,0,460.27
23.99,67.69,1007.9,78.57,0,0,0,0,0,0,437.1
24.13,73.18,1012.62,91.52,0,0,0,0,0,0,436.22
23.07,49.02,1009.07,84.1,0,0,0,0,0,0,444.22
16.73,58.59,1015.02,89.61,0,0,0,0,0,0,455.3
22.16,58.82,1009.61,87.16,0,0,0,0,0,0,444.76
28.95,73.4,1011.33,55.14,0,0,0,0,0,0,440.67
8.76,41.48,1018.49,74.98,0,0,0,0,0,0,474.3
23.08,74.78,1009.85,83.67,0,0,0,0,0,0,437.86
24.01,67.17,1007.44,86.87,0,0,0,0,0,0,443.09
16.13,43.48,1014.41,50.05,0,0,0,0,0,0,459.47
25.23,64.63,1020.59,52.2,0,0,0,0,0,0,447.28
12.74,41.38,1021.92,56.67,0,0,0,0,0,0,475.63
23.11,68.3,1017.83,86.62,0,0,0,0,0,0,437.91
22.24,69.23,1011.83,79.37,0,0,0,0,0,0,441.9
30.74,69.59,1008.69,68.04,0,0,0,0,0,0,437.81
17.9,58.33,1013.6,85.81,0,0,0,0,0,0,452.28
22.42,71.77,1005.5,90.62,0,0,0,0,0,0,435.06
23.7,70.32,1007.21,66.85,0,0,0,0,0,0,439.59
9.56,41.55,1002.67,70.27,0,0,0,0,0,0,481.24
22.89,74.78,1009.79,81.57,0,0,0,0,0,0,443.7
13.44,37.85,1009.78,99.13,0,0,0,0,0,0,469.89
31.11,74.87,1009.11,54.86,0,0,0,0,0,0,434.3
15.3,38.62,1017.19,70.63,0,0,0,0,0,0,462.65
13.42,38.91,1012.81,73.82,0,0,0,0,0,0,472.22
23.4,65.06,1014.32,67.38,0,0,0,0,0,0,442.7
25.13,68.63,1013.57,43.44,0,0,0,0,0,0,446.36
5.76,45.87,1010.83,95.79,0,0,0,0,0,0,481.4
28.86,73.67,1006.65,68.23,0,0,0,0,0,0,431.15
23,63.78,1015.85,70.46,0,0,0,0,0,0,444.62
11.75,41.2,1012.7,89.86,0,0,0,0,0,0,475.35
11.52,40.75,1016.23,85.18,0,0,0,0,0,0,477.19
6.99,39.37,1020.19,75.06,0,0,0,0,0,0,487.18
13.83,41.23,993.31,93.94,0,0,0,0,0,0,466.2
33.37,73.88,1005.8,47.94,0,0,0,0,0,0,436.76
31.81,66.44,1011.21,53.55,0,0,0,0,0,0,426.84
28.75,57.55,1004.77,57.55,0,0,0,0,0,0,435.33
17.11,49.78,1007.25,100.09,0,0,0,0,0,0,453.22
14.26,43.34,1017.24,81.54,0,0,0,0,0,0,464.62
31.25,74.34,999.06,69.85,0,0,0,0,0,0,432.22
2.58,39.42,1028.68,69.03,0,0,0,0,0,0,488.69
7.01,40.72,1024,86.37,0,0,0,0,0,0,489.64
27.17,73.5,1010.36,73.29,0,0,0,0,0,0,435.22
32.98,71.32,1003.67,49.78,0,0,0,0,0,0,433.56
26.08,76.86,1003.3,79.49,0,0,0,0,0,0,436.85
20.94,49.02,1008.91,87.32,0,0,0,0,0,0,448.18
32.51,69.98,1011.92,49.45,0,0,0,0,0,0,428.37
16.05,41.96,1011.82,96.05,0,0,0,0,0,0,463.72
13.93,40.2,1013.41,89.86,0,0,0,0,0,0,466.47
20.66,51.19,1008.81,88.93,0,0,0,0,0,0,447.14
22.88,71.73,1010.11,86.96,0,0,0,0,0,0,436.36
6.5,41.14,1028.15,86.78,0,0,0,0,0,0,480.96
22.45,63.77,1014.57,87.44,0,0,0,0,0,0,444.26
23.35,59.92,1009.86,88.6,0,0,0,0,0,0,439.82
23.56,42.67,1008.01,66.76,0,0,0,0,0,0,440.69
28.97,78.92,1011.71,88.5,0,0,0,0,0,0,430.98
27.4,66.48,1004.71,51.5,0,0,0,0,0,0,439.66
24.46,61.9,1013.88,87.16,0,0,0,0,0,0,441.34
23.25,59.87,1018.69,66.4,0,0,0,0,0,0,444.23
13.52,39.39,1012.91,84.03,0,0,0,0,0,0,474.82
25.62,63.13,1013.84,83.49,0,0,0,0,0,0,439.13
21.75,50.12,1009.36,94.41,0,0,0,0,0,0,446.64
25.14,60.29,1017.91,53.3,0,0,0,0,0,0,444.5
7.69,38.06,1020.72,83.47,0,0,0,0,0,0,483.54
13.74,42.74,1029.54,70,0,0,0,0,0,0,465.92
2.71,39.42,1026.66,81.11,0,0,0,0,0,0,489.3
29.28,75.08,1005.21,59,0,0,0,0,0,0,436.15
20.08,54.42,1011.79,89.35,0,0,0,0,0,0,457.14
21.71,61.45,1010.97,91.62,0,0,0,0,0,0,445.72
9.96,41.26,1022.9,83.83,0,0,0,0,0,0,475.21
22.32,48.41,1008.68,79.11,0,0,0,0,0,0,445.36
13.25,34.03,1018.94,72.1,0,0,0,0,0,0,470.46
13.77,47.83,1007.41,90.66,0,0,0,0,0,0,466.07
28.36,69.88,1007.75,84.17,0,0,0,0,0,0,434.03
16.25,58.16,1018.34,78.59,0,0,0,0,0,0,458.31
22.78,59.92,1011.28,88.78,0,0,0,0,0,0,440.87
25.92,60.32,1016.05,52.51,0,0,0,0,0,0,448.37
9.48,40.11,1025.49,73.81,0,0,0,0,0,0,472.16
29.34,70.94,1007.82,62.43,0,0,0,0,0,0,433.57
23.69,58.05,1012.08,74.26,0,0,0,0,0,0,444.46
27.58,73.06,1009.63,88.31,0,0,0,0,0,0,438.1
10.59,41.54,1019.94,72.52,0,0,0,0,0,0,478.74
25.42,74.22,1009.04,88.55,0,0,0,0,0,0,433.97
23.69,65.59,1010.85,88.92,0,0,0,0,0,0,439.66
7.69,39.96,1023.9,89.18,0,0,0,0,0,0,478.05
8.48,42.49,1010.77,88.68,0,0,0,0,0,0,483.5
24.07,71.97,1008.83,94.87,0,0,0,0,0,0,441.84
4.43,38.91,1019.04,88.17,0,0,0,0,0,0,491.9
11.57,39.72,1002.26,78.69,0,0,0,0,0,0,474.72
16.53,46.18,1010.2,95.42,0,0,0,0,0,0,458.67
30.72,69.13,1009.94,61.66,0,0,0,0,0,0,435.83
12.43,40.27,1007.08,61.56,0,0,0,0,0,0,470.92
9.14,37.36,1015.22,78.06,0,0,0,0,0,0,491.97
26.54,71.14,1007.52,72.04,0,0,0,0,0,0,431.31
16.09,44.71,1017.86,42.74,0,0,0,0,0,0,464.95
22.97,42.48,1012.84,64.71,0,0,0,0,0,0,466.7
20.35,67.71,1005.85,63.97,0,0,0,0,0,0,446.42
23.04,64.27,1014.29,80.23,0,0,0,0,0,0,439.67
26.3,71.94,1006.64,85.12,0,0,0,0,0,0,428.83
31.24,72.39,999.47,68.17,0,0,0,0,0,0,430.7
25.65,43.77,1011.65,46.18,0,0,0,0,0,0,444.01
13.98,44.84,1023.6,89.09,0,0,0,0,0,0,462.81
4.69,39.42,1024.58,79.35,0,0,0,0,0,0,486.34
21.84,55.5,1019.28,62.17,0,0,0,0,0,0,454.99
12.59,44.34,1017.01,85.57,0,0,0,0,0,0,474.11
14.35,35.71,1016.1,60.86,0,0,0,0,0,0,468.9
11.92,38.25,1013.13,84.92,0,0,0,0,0,0,472.5
10.39,39.69,1003.31,89.6,0,0,0,0,0,0,473
30.83,77.3,1001.7,57.85,0,0,0,0,0,0,435.87
12.58,43.67,1014.36,91.72,0,0,0,0,0,0,473.02
11.41,40.1,1014.27,91.17,0,0,0,0,0,0,476.81
12.64,41.49,1019.78,94,0,0,0,0,0,0,468.78
8.6,40.77,1011.8,89.45,0,0,0,0,0,0,480.82
7.52,41.66,1015.2,78.41,0,0,0,0,0,0,483.28
27.75,65.34,1014.8,45.91,0,0,0,0,0,0,440.83
20.17,50.66,1014.38,82.09,0,0,0,0,0,0,454.79
32.57,78.92,1011.6,66.47,0,0,0,0,0,0,430.12
22.32,69.48,1011.1,77.86,0,0,0,0,0,0,439.49
18.32,39.53,1008.15,64.85,0,0,0,0,0,0,454.44
24.58,71.94,1006.85,89.02,0,0,0,0,0,0,433.99
18.59,41.1,1001.93,58.16,0,0,0,0,0,0,459.72
27.67,59.14,1016.51,61.2,0,0,0,0,0,0,433.37
25.5,63.91,1009.4,75.22,0,0,0,0,0,0,444.26
26.45,47.43,1008.87,53.25,0,0,0,0,0,0,442.12
29.22,72.39,1000.87,77.39,0,0,0,0,0,0,430.24
31.91,69.89,1014.59,54.51,0,0,0,0,0,0,429.29
7.26,40.69,1020.43,90.22,0,0,0,0,0,0,474.91
5.06,40.64,1021.49,93.7,0,0,0,0,0,0,483.73
12.14,40.83,1010.56,78.31,0,0,0,0,0,0,474.82
13.56,39.58,1011.05,73.62,0,0,0,0,0,0,473.16
22.58,43.79,1015.66,44.18,0,0,0,0,0,0,460.3
28.57,69.34,1007.98,65.55,0,0,0,0,0,0,439.46
15.77,39.82,1013.01,79.1,0,0,0,0,0,0,468.78
14.24,41.4,1019.7,70.32,0,0,0,0,0,0,466.88
17.83,44.92,1025.04,70.58,0,0,0,0,0,0,458.42
20.23,69.45,1013,89.79,0,0,0,0,0,0,445.82
20.57,44.78,1008.89,38.78,0,0,0,0,0,0,465.69
9.25,41.82,1033.25,74.73,0,0,0,0,0,0,478.48
27.6,73.42,1011.91,83.66,0,0,0,0,0,0,431.44
20.08,63.09,1019,77.06,0,0,0,0,0,0,448.74
11.4,52.75,1023.31,75.7,0,0,0,0,0,0,465.79
12.88,44,1022.71,88.58,0,0,0,0,0,0,470.31
25.01,66.56,1009.68,64.94,0,0,0,0,0,0,435.73
22.3,50.78,1008.85,81.27,0,0,0,0,0,0,449.86
24.51,68.63,1014.15,45.1,0,0,0,0,0,0,447.66
19.09,39.39,1013.36,59.14,0,0,0,0,0,0,466.13
8.27,39.64,1011,84.64,0,0,0,0,0,0,479.91
23.14,58.18,1008.89,81.82,0,0,0,0,0,0,444.51
6.82,41.03,1022.12,87.63,0,0,0,0,0,0,489.64
9.28,41.54,1018.33,79.89,0,0,0,0,0,0,482.8
6.48,36.24,1013.62,92.03,0,0,0,0,0,0,484.65
7.2,40.02,1031.71,69.89,0,0,0,0,0,0,480.53
24.31,66.49,1011.38,54.35,0,0,0,0,0,0,440.79
8.83,41.26,1023.04,86.08,0,0,0,0,0,0,478.87
14.5,44.47,1028.2,66.95,0,0,0,0,0,0,465.15
24.43,58.2,1017.18,46.84,0,0,0,0,0,0,444.89
21.91,63.76,1009.85,76.8,0,0,0,0,0,0,445.04
9.04,40.11,1023.3,76.32,0,0,0,0,0,0,473.57
29.18,68.24,1010.04,68.04,0,0,0,0,0,0,428.52
14.1,41.16,1021.26,73.87,0,0,0,0,0,0,460.01
9.93,41.62,1013.76,96.02,0,0,0,0,0,0,464.64
12.56,43.41,1016.93,81.02,0,0,0,0,0,0,467.19
30.71,64.05,1011.75,62.81,0,0,0,0,0,0,438.42
18.95,46.21,1013.47,81.22,0,0,0,0,0,0,457.58
31.87,70.94,1006.94,50.78,0,0,0,0,0,0,429.41
13.86,41.78,1010.75,57.9,0,0,0,0,0,0,467.39
27.47,63.78,1016.07,48.47,0,0,0,0,0,0,446.69
12.49,41.62,1011.37,82.68,0,0,0,0,0,0,461.35
22.27,48.98,1014.47,49.33,0,0,0,0,0,0,451.74
24.4,62.26,1011.62,70.1,0,0,0,0,0,0,439.06
15.46,44.88,1017.52,93.32,0,0,0,0,0,0,461.2
27.69,73.91,1005.23,75.71,0,0,0,0,0,0,435.08
26.44,69.34,1009.55,73.18,0,0,0,0,0,0,440.43
10.89,40.81,1025.82,81.18,0,0,0,0,0,0,478.23
30.54,69.14,1007.25,70.46,0,0,0,0,0,0,435.46
23.73,59.15,1014.08,62.65,0,0,0,0,0,0,444.07
29.01,66.56,1006.44,57.62,0,0,0,0,0,0,428.32
28.86,67.9,1006.29,57.19,0,0,0,0,0,0,432.97
15.03,42.44,1014.25,94.52,0,0,0,0,0,0,464.91
24.43,72.43,1008.03,85.56,0,0,0,0,0,0,434.71
28.47,69.23,1013.18,40.73,0,0,0,0,0,0,434.12
11.35,40.73,1019.37,96.05,0,0,0,0,0,0,472.32
13.1,41.48,1009,87.41,0,0,0,0,0,0,460.34
24.39,51.86,1014.92,59.98,0,0,0,0,0,0,447.7
27.24,68.08,1013.23,51.96,0,0,0,0,0,0,445.25
26.85,57.19,1007.9,60.04,0,0,0,0,0,0,438.01
22.97,63.94,1010.5,88.47,0,0,0,0,0,0,440.81
32.81,75.08,1005.09,42,0,0,0,0,0,0,433.37
9.21,39.72,1019.54,74.44,0,0,0,0,0,0,478.96
29.92,57.19,1008.62,45.8,0,0,0,0,0,0,438.99
27.52,67.9,1005.65,59.52,0,0,0,0,0,0,439.01
7.32,41.22,1015.42,97.25,0,0,0,0,0,0,484.21
17.28,39.99,1007.09,74.25,0,0,0,0,0,0,463.28
26.7,66.56,1005.31,71.97,0,0,0,0,0,0,430.21
32.31,62.04,1010.41,39.39,0,0,0,0,0,0,450.13
15.43,41.1,1005.2,85.06,0,0,0,0,0,0,467.21
9.29,34.03,1018.84,74.81,0,0,0,0,0,0,483.74
23.58,49.3,1003.8,74.62,0,0,0,0,0,0,440.44
25.23,58.82,1010.9,70.47,0,0,0,0,0,0,442.64
18.22,58.2,1017.09,81.92,0,0,0,0,0,0,451.04
11.75,71.14,1019.36,75.68,0,0,0,0,0,0,466.56
22.52,67.32,1011.4,66.2,0,0,0,0,0,0,443.49
12.82,48.14,1017.47,81.45,0,0,0,0,0,0,467.48
18.4,43.69,1016.59,52.44,0,0,0,0,0,0,462.05
19.87,49.69,1012.23,68.57,0,0,0,0,0,0,456.03
10.12,40,1021.33,95.29,0,0,0,0,0,0,476.03
21.25,66.86,1012.99,60.65,0,0,0,0,0,0,455.72
11.46,39.3,1019.53,76.86,0,0,0,0,0,0,475.51
31.33,65.18,1011.97,36.62,0,0,0,0,0,0,435.77
9.34,41.49,1020.58,97.59,0,0,0,0,0,0,471.04
29.32,71.29,1008.34,51.51,0,0,0,0,0,0,432.17
27.29,67.32,1013.92,33.41,0,0,0,0,0,0,437.26
21.34,59.8,1016.92,77.06,0,0,0,0,0,0,450.74
9.75,36.66,1026.21,70.12,0,0,0,0,0,0,479.45
31.1,69.51,1010.84,45.4,0,0,0,0,0,0,429.74
